"source";"target";"value"
361;2973;4
361;479;4
361;285;4
361;380;16
361;4389;4
361;119;4
361;504;4
361;2324;4
361;4390;4
361;4391;4
361;4392;4
361;1473;4
361;615;4
361;4393;4
361;370;4
361;1593;4
361;4394;4
361;818;4
361;4395;4
361;4396;4
361;2922;4
361;4285;4
361;4397;4
361;4398;4
361;4399;4
361;385;4
361;438;4
361;4400;4
361;2143;4
361;913;4
361;4335;4
361;916;4
361;250;4
361;942;4
361;142;4
361;4401;4
361;536;4
4388;1772;4
4388;1412;4
4388;2663;4
4388;2973;4
4388;479;4
4388;285;4
4388;380;16
4388;4389;4
4388;119;4
4388;504;4
4388;2324;4
4388;4390;4
4388;4391;4
4388;4392;4
4388;1473;4
4388;615;4
4388;4393;4
4388;370;4
4388;1593;4
4388;4394;4
4388;818;4
4388;4395;4
4388;4396;4
4388;2922;4
4388;4285;4
4388;4397;4
4388;4398;4
4388;4399;4
4388;385;4
4388;438;4
4388;4400;4
4388;2143;4
4388;913;4
4388;4335;4
4388;916;4
4388;250;4
4388;942;4
4388;142;4
4388;4401;4
4388;536;4
1772;1412;4
1772;2663;4
1772;2973;4
1772;479;4
1772;285;4
1772;380;16
1772;4389;4
1772;119;4
1772;504;4
1772;2324;4
1772;4390;4
1772;4391;4
1772;4392;4
1772;1473;4
1772;615;4
1772;4393;4
1772;370;4
1772;1593;4
1772;4394;4
1772;818;4
1772;4395;4
1772;4396;4
1772;2922;4
1772;4285;4
1772;4397;4
1772;4398;4
1772;4399;4
1772;385;4
1772;438;4
1772;4400;4
1772;2143;4
1772;913;4
1772;4335;4
1772;916;4
1772;250;4
1772;942;4
1772;142;4
1772;4401;4
1772;536;4
1412;2663;4
1412;2973;4
1412;479;4
1412;285;4
1412;380;16
1412;4389;4
1412;119;4
1412;504;4
1412;2324;4
1412;4390;4
1412;4391;4
1412;4392;4
1412;1473;4
1412;615;4
1412;4393;4
1412;370;4
1412;1593;4
1412;4394;4
1412;818;4
1412;4395;4
1412;4396;4
1412;2922;4
1412;4285;4
1412;4397;4
1412;4398;4
1412;4399;4
1412;385;4
1412;438;4
1412;4400;4
1412;2143;4
1412;913;4
1412;4335;4
1412;916;4
1412;250;4
1412;942;4
1412;142;4
1412;4401;4
1412;536;4
2663;2973;4
2663;479;4
2663;285;4
2663;380;16
2663;4389;4
2663;119;4
2663;504;4
2663;2324;4
2663;4390;4
2663;4391;4
2663;4392;4
2663;1473;4
2663;615;4
2663;4393;4
2663;370;4
2663;1593;4
2663;4394;4
2663;818;4
2663;4395;4
2663;4396;4
2663;2922;4
2663;4285;4
2663;4397;4
2663;4398;4
2663;4399;4
2663;385;4
2663;438;4
2663;4400;4
2663;2143;4
2663;913;4
2663;4335;4
2663;916;4
2663;250;4
2663;942;4
2663;142;4
2663;4401;4
2663;536;4
2973;479;4
2973;285;4
2973;380;16
2973;4389;4
2973;119;4
2973;504;4
2973;2324;4
2973;4390;4
2973;4391;4
2973;4392;4
2973;1473;4
2973;615;4
2973;4393;4
2973;370;4
2973;1593;4
2973;4394;4
2973;818;4
2973;4395;4
2973;4396;4
2973;2922;4
2973;4285;4
2973;4397;4
2973;4398;4
2973;4399;4
2973;385;4
2973;438;4
2973;4400;4
2973;2143;4
2973;913;4
2973;4335;4
2973;916;4
2973;250;4
2973;942;4
2973;142;4
2973;4401;4
2973;536;4
479;285;4
479;380;16
479;4389;4
479;119;4
479;504;4
479;2324;4
479;4390;4
479;4391;4
479;4392;4
479;1473;4
479;615;4
479;4393;4
479;370;4
479;1593;4
479;4394;4
479;818;4
479;4395;4
479;4396;4
479;2922;4
479;4285;4
479;4397;4
479;4398;4
479;4399;4
479;385;4
479;438;4
479;4400;4
479;2143;4
479;913;4
479;4335;4
479;916;4
479;250;4
479;942;4
479;142;4
479;4401;4
479;536;4
285;380;16
285;4389;4
285;119;4
285;504;4
285;2324;4
285;4390;4
285;4391;4
285;4392;4
285;1473;4
285;615;4
285;4393;4
285;370;4
285;1593;4
285;4394;4
285;818;4
285;4395;4
285;4396;4
285;2922;4
285;4285;4
285;4397;4
285;4398;4
285;4399;4
285;385;4
285;438;4
285;4400;4
285;2143;4
285;913;4
285;4335;4
285;916;4
285;250;4
285;942;4
285;142;4
285;4401;4
285;536;4
380;4389;16
380;119;16
380;504;16
380;2324;16
380;4390;16
380;4391;16
380;4392;16
380;1473;16
380;615;16
380;4393;16
380;370;16
380;1593;16
380;4394;16
380;818;16
380;4395;16
380;4396;16
380;2922;16
380;4285;16
380;4397;16
380;4398;16
380;4399;16
380;385;16
380;438;16
380;4400;16
380;2143;16
380;913;16
380;4335;16
380;916;16
380;250;16
380;942;16
380;142;16
380;4401;16
380;536;16
4389;119;4
4389;504;4
4389;2324;4
4389;4390;4
4389;4391;4
4389;4392;4
4389;1473;4
4389;615;4
4389;4393;4
4389;370;4
4389;1593;4
4389;4394;4
4389;818;4
4389;4395;4
4389;4396;4
4389;2922;4
4389;4285;4
4389;4397;4
4389;4398;4
4389;4399;4
4389;385;4
4389;438;4
4389;4400;4
4389;2143;4
4389;913;4
4389;4335;4
4389;916;4
4389;250;4
4389;942;4
4389;142;4
4389;4401;4
4389;536;4
119;504;4
119;2324;4
119;4390;4
119;4391;4
119;4392;4
119;1473;4
119;615;4
119;4393;4
119;370;4
119;1593;4
119;4394;4
119;818;4
119;4395;4
119;4396;4
119;2922;4
119;4285;4
119;4397;4
119;4398;4
119;4399;4
119;385;4
119;438;4
119;4400;4
119;2143;4
119;913;4
119;4335;4
119;916;4
119;250;4
119;942;4
119;142;4
119;4401;4
119;536;4
504;2324;4
504;4390;4
504;4391;4
504;4392;4
504;1473;4
504;615;4
504;4393;4
504;370;4
504;1593;4
504;4394;4
504;818;4
504;4395;4
504;4396;4
504;2922;4
504;4285;4
504;4397;4
504;4398;4
504;4399;4
504;385;4
504;438;4
504;4400;4
504;2143;4
504;913;4
504;4335;4
504;916;4
504;250;4
504;942;4
504;142;4
504;4401;4
504;536;4
2324;4390;4
2324;4391;4
2324;4392;4
2324;1473;4
2324;615;4
2324;4393;4
2324;370;4
2324;1593;4
2324;4394;4
2324;818;4
2324;4395;4
2324;4396;4
2324;2922;4
2324;4285;4
2324;4397;4
2324;4398;4
2324;4399;4
2324;385;4
2324;438;4
2324;4400;4
2324;2143;4
2324;913;4
2324;4335;4
2324;916;4
2324;250;4
2324;942;4
2324;142;4
2324;4401;4
2324;536;4
4390;4391;4
4390;4392;4
4390;1473;4
4390;615;4
4390;4393;4
4390;370;4
4390;1593;4
4390;4394;4
4390;818;4
4390;4395;4
4390;4396;4
4390;2922;4
4390;4285;4
4390;4397;4
4390;4398;4
4390;4399;4
4390;385;4
4390;438;4
4390;4400;4
4390;2143;4
4390;913;4
4390;4335;4
4390;916;4
4390;250;4
4390;942;4
4390;142;4
4390;4401;4
4390;536;4
4391;4392;4
4391;1473;4
4391;615;4
4391;4393;4
4391;370;4
4391;1593;4
4391;4394;4
4391;818;4
4391;4395;4
4391;4396;4
4391;2922;4
4391;4285;4
4391;4397;4
4391;4398;4
4391;4399;4
4391;385;4
4391;438;4
4391;4400;4
4391;2143;4
4391;913;4
4391;4335;4
4391;916;4
4391;250;4
4391;942;4
4391;142;4
4391;4401;4
4391;536;4
4392;1473;4
4392;615;4
4392;4393;4
4392;370;4
4392;1593;4
4392;4394;4
4392;818;4
4392;4395;4
4392;4396;4
4392;2922;4
4392;4285;4
4392;4397;4
4392;4398;4
4392;4399;4
4392;385;4
4392;438;4
4392;4400;4
4392;2143;4
4392;913;4
4392;4335;4
4392;916;4
4392;250;4
4392;942;4
4392;142;4
4392;4401;4
4392;536;4
1473;615;4
1473;4393;4
1473;370;4
1473;1593;4
1473;4394;4
1473;818;4
1473;4395;4
1473;4396;4
1473;2922;4
1473;4285;4
1473;4397;4
1473;4398;4
1473;4399;4
1473;385;4
1473;438;4
1473;4400;4
1473;2143;4
1473;913;4
1473;4335;4
1473;916;4
1473;250;4
1473;942;4
1473;142;4
1473;4401;4
1473;536;4
615;4393;4
615;370;4
615;1593;4
615;4394;4
615;818;4
615;4395;4
615;4396;4
615;2922;4
615;4285;4
615;4397;4
615;4398;4
615;4399;4
615;385;4
615;438;4
615;4400;4
615;2143;4
615;913;4
615;4335;4
615;916;4
615;250;4
615;942;4
615;142;4
615;4401;4
615;536;4
4393;370;4
4393;1593;4
4393;4394;4
4393;818;4
4393;4395;4
4393;4396;4
4393;2922;4
4393;4285;4
4393;4397;4
4393;4398;4
4393;4399;4
4393;385;4
4393;438;4
4393;4400;4
4393;2143;4
4393;913;4
4393;4335;4
4393;916;4
4393;250;4
4393;942;4
4393;142;4
4393;4401;4
4393;536;4
370;1593;4
370;4394;4
370;818;4
370;4395;4
370;4396;4
370;2922;4
370;4285;4
370;4397;4
370;4398;4
370;4399;4
370;385;4
370;438;4
370;4400;4
370;2143;4
370;913;4
370;4335;4
370;916;4
370;250;4
370;942;4
370;142;4
370;4401;4
370;536;4
1593;4394;4
1593;818;4
1593;4395;4
1593;4396;4
1593;2922;4
1593;4285;4
1593;4397;4
1593;4398;4
1593;4399;4
1593;385;4
1593;438;4
1593;4400;4
1593;2143;4
1593;913;4
1593;4335;4
1593;916;4
1593;250;4
1593;942;4
1593;142;4
1593;4401;4
1593;536;4
4394;818;4
4394;4395;4
4394;4396;4
4394;2922;4
4394;4285;4
4394;4397;4
4394;4398;4
4394;4399;4
4394;385;4
4394;438;4
4394;4400;4
4394;2143;4
4394;913;4
4394;4335;4
4394;916;4
4394;250;4
4394;942;4
4394;142;4
4394;4401;4
4394;536;4
818;4395;4
818;4396;4
818;2922;4
818;4285;4
818;4397;4
818;4398;4
818;4399;4
818;385;4
818;438;4
818;4400;4
818;2143;4
818;913;4
818;4335;4
818;916;4
818;250;4
818;942;4
818;142;4
818;4401;4
818;536;4
4395;4396;4
4395;2922;4
4395;4285;4
4395;4397;4
4395;4398;4
4395;4399;4
4395;385;4
4395;438;4
4395;4400;4
4395;2143;4
4395;913;4
4395;4335;4
4395;916;4
4395;250;4
4395;942;4
4395;142;4
4395;4401;4
4395;536;4
4396;2922;4
4396;4285;4
4396;4397;4
4396;4398;4
4396;4399;4
4396;385;4
4396;438;4
4396;4400;4
4396;2143;4
4396;913;4
4396;4335;4
4396;916;4
4396;250;4
4396;942;4
4396;142;4
4396;4401;4
4396;536;4
2922;4285;4
2922;4397;4
2922;4398;4
2922;4399;4
2922;385;4
2922;438;4
2922;4400;4
2922;2143;4
2922;913;4
2922;4335;4
2922;916;4
2922;250;4
2922;942;4
2922;142;4
2922;4401;4
2922;536;4
4285;4397;4
4285;4398;4
4285;4399;4
4285;385;4
4285;438;4
4285;4400;4
4285;2143;4
4285;913;4
4285;4335;4
4285;916;4
4285;250;4
4285;942;4
4285;142;4
4285;4401;4
4285;536;4
4397;4398;4
4397;4399;4
4397;385;4
4397;438;4
4397;4400;4
4397;2143;4
4397;913;4
4397;4335;4
4397;916;4
4397;250;4
4397;942;4
4397;142;4
4397;4401;4
4397;536;4
4398;4399;4
4398;385;4
4398;438;4
4398;4400;4
4398;2143;4
4398;913;4
4398;4335;4
4398;916;4
4398;250;4
4398;942;4
4398;142;4
4398;4401;4
4398;536;4
4399;385;4
4399;438;4
4399;4400;4
4399;2143;4
4399;913;4
4399;4335;4
4399;916;4
4399;250;4
4399;942;4
4399;142;4
4399;4401;4
4399;536;4
385;438;4
385;4400;4
385;2143;4
385;913;4
385;4335;4
385;916;4
385;250;4
385;942;4
385;142;4
385;4401;4
385;536;4
438;4400;4
438;2143;4
438;913;4
438;4335;4
438;916;4
438;250;4
438;942;4
438;142;4
438;4401;4
438;536;4
4400;2143;4
4400;913;4
4400;4335;4
4400;916;4
4400;250;4
4400;942;4
4400;142;4
4400;4401;4
4400;536;4
2143;913;4
2143;4335;4
2143;916;4
2143;250;4
2143;942;4
2143;142;4
2143;4401;4
2143;536;4
913;4335;4
913;916;4
913;250;4
913;942;4
913;142;4
913;4401;4
913;536;4
4335;916;4
4335;250;4
4335;942;4
4335;142;4
4335;4401;4
4335;536;4
916;250;4
916;942;4
916;142;4
916;4401;4
916;536;4
250;942;4
250;142;4
250;4401;4
250;536;4
942;142;4
942;4401;4
942;536;4
142;4401;4
142;536;4
4401;536;4
487;159;4
487;4493;4
487;2777;16
487;1454;4
487;14;4
487;4494;4
487;451;4
487;1456;4
487;119;4
487;1660;4
487;1575;4
487;3913;4
487;1811;4
487;458;4
487;1580;4
487;3759;4
487;4495;4
487;4496;4
159;4493;4
159;2777;16
159;1454;4
159;14;4
159;4494;4
159;451;4
159;1456;4
159;119;4
159;1660;4
159;1575;4
159;3913;4
159;1811;4
159;458;4
159;1580;4
159;3759;4
159;4495;4
159;4496;4
4493;2777;16
4493;1454;4
4493;14;4
4493;4494;4
4493;451;4
4493;1456;4
4493;119;4
4493;1660;4
4493;1575;4
4493;3913;4
4493;1811;4
4493;458;4
4493;1580;4
4493;3759;4
4493;4495;4
4493;4496;4
2777;1454;16
2777;14;16
2777;4494;16
2777;451;16
2777;1456;16
2777;119;16
2777;1660;16
2777;1575;16
2777;3913;16
2777;1811;16
2777;458;16
2777;1580;16
2777;3759;16
2777;4495;16
2777;4496;16
1454;14;4
1454;4494;4
1454;451;4
1454;1456;4
1454;119;4
1454;1660;4
1454;1575;4
1454;3913;4
1454;1811;4
1454;458;4
1454;1580;4
1454;3759;4
1454;4495;4
1454;4496;4
14;4494;4
14;451;4
14;1456;4
14;119;4
14;1660;4
14;1575;4
14;3913;4
14;1811;4
14;458;4
14;1580;4
14;3759;4
14;4495;4
14;4496;4
4494;451;4
4494;1456;4
4494;119;4
4494;1660;4
4494;1575;4
4494;3913;4
4494;1811;4
4494;458;4
4494;1580;4
4494;3759;4
4494;4495;4
4494;4496;4
451;1456;4
451;119;4
451;1660;4
451;1575;4
451;3913;4
451;1811;4
451;458;4
451;1580;4
451;3759;4
451;4495;4
451;4496;4
1456;119;4
1456;1660;4
1456;1575;4
1456;3913;4
1456;1811;4
1456;458;4
1456;1580;4
1456;3759;4
1456;4495;4
1456;4496;4
119;1660;4
119;1575;4
119;3913;4
119;1811;4
119;458;4
119;1580;4
119;3759;4
119;4495;4
119;4496;4
1660;1575;4
1660;3913;4
1660;1811;4
1660;458;4
1660;1580;4
1660;3759;4
1660;4495;4
1660;4496;4
1575;3913;4
1575;1811;4
1575;458;4
1575;1580;4
1575;3759;4
1575;4495;4
1575;4496;4
3913;1811;4
3913;458;4
3913;1580;4
3913;3759;4
3913;4495;4
3913;4496;4
1811;458;4
1811;1580;4
1811;3759;4
1811;4495;4
1811;4496;4
458;1580;4
458;3759;4
458;4495;4
458;4496;4
1580;3759;4
1580;4495;4
1580;4496;4
3759;4495;4
3759;4496;4
4495;4496;4
5435;5436;4
5435;3338;4
5435;698;4
5435;5437;16
5435;438;4
5435;1766;4
5435;119;4
5435;17;4
5435;3333;4
5435;5438;4
5435;417;4
5435;5439;4
5435;5440;4
5435;5441;4
5435;4868;4
5435;5442;4
5435;3452;4
5435;5443;4
5435;5444;16
5436;3338;4
5436;698;4
5436;5437;16
5436;438;4
5436;1766;4
5436;119;4
5436;17;4
5436;3333;4
5436;5438;4
5436;417;4
5436;5439;4
5436;5440;4
5436;5441;4
5436;4868;4
5436;5442;4
5436;3452;4
5436;5443;4
5436;5444;16
3338;698;4
3338;5437;16
3338;438;4
3338;1766;4
3338;119;4
3338;17;4
3338;3333;4
3338;5438;4
3338;417;4
3338;5439;4
3338;5440;4
3338;5441;4
3338;4868;4
3338;5442;4
3338;3452;4
3338;5443;4
3338;5444;16
698;5437;16
698;438;4
698;1766;4
698;119;4
698;17;4
698;3333;4
698;5438;4
698;417;4
698;5439;4
698;5440;4
698;5441;4
698;4868;4
698;5442;4
698;3452;4
698;5443;4
698;5444;16
5437;438;16
5437;1766;16
5437;119;16
5437;17;16
5437;3333;16
5437;5438;16
5437;417;16
5437;5439;16
5437;5440;16
5437;5441;16
5437;4868;16
5437;5442;16
5437;3452;16
5437;5443;16
5437;5444;64
438;1766;4
438;119;4
438;17;4
438;3333;4
438;5438;4
438;417;4
438;5439;4
438;5440;4
438;5441;4
438;4868;4
438;5442;4
438;3452;4
438;5443;4
438;5444;16
1766;119;4
1766;17;4
1766;3333;4
1766;5438;4
1766;417;4
1766;5439;4
1766;5440;4
1766;5441;4
1766;4868;4
1766;5442;4
1766;3452;4
1766;5443;4
1766;5444;16
119;17;4
119;3333;4
119;5438;4
119;417;4
119;5439;4
119;5440;4
119;5441;4
119;4868;4
119;5442;4
119;3452;4
119;5443;4
119;5444;16
17;3333;4
17;5438;4
17;417;4
17;5439;4
17;5440;4
17;5441;4
17;4868;4
17;5442;4
17;3452;4
17;5443;4
17;5444;16
3333;5438;4
3333;417;4
3333;5439;4
3333;5440;4
3333;5441;4
3333;4868;4
3333;5442;4
3333;3452;4
3333;5443;4
3333;5444;16
5438;417;4
5438;5439;4
5438;5440;4
5438;5441;4
5438;4868;4
5438;5442;4
5438;3452;4
5438;5443;4
5438;5444;16
417;5439;4
417;5440;4
417;5441;4
417;4868;4
417;5442;4
417;3452;4
417;5443;4
417;5444;16
5439;5440;4
5439;5441;4
5439;4868;4
5439;5442;4
5439;3452;4
5439;5443;4
5439;5444;16
5440;5441;4
5440;4868;4
5440;5442;4
5440;3452;4
5440;5443;4
5440;5444;16
5441;4868;4
5441;5442;4
5441;3452;4
5441;5443;4
5441;5444;16
4868;5442;4
4868;3452;4
4868;5443;4
4868;5444;16
5442;3452;4
5442;5443;4
5442;5444;16
3452;5443;4
3452;5444;16
5443;5444;16
5445;5446;4
5445;5447;4
5445;119;4
5445;136;4
5445;17;4
5445;554;4
5445;146;16
5445;417;16
5445;1888;4
5445;5448;4
5445;5449;4
5445;5450;4
5445;5451;4
5445;129;4
5445;1866;4
5445;5452;4
5445;2913;4
5445;5453;4
5446;5447;4
5446;119;4
5446;136;4
5446;17;4
5446;554;4
5446;146;16
5446;417;16
5446;1888;4
5446;5448;4
5446;5449;4
5446;5450;4
5446;5451;4
5446;129;4
5446;1866;4
5446;5452;4
5446;2913;4
5446;5453;4
5447;119;4
5447;136;4
5447;17;4
5447;554;4
5447;146;16
5447;417;16
5447;1888;4
5447;5448;4
5447;5449;4
5447;5450;4
5447;5451;4
5447;129;4
5447;1866;4
5447;5452;4
5447;2913;4
5447;5453;4
119;136;4
119;17;4
119;554;4
119;146;16
119;417;16
119;1888;4
119;5448;4
119;5449;4
119;5450;4
119;5451;4
119;129;4
119;1866;4
119;5452;4
119;2913;4
119;5453;4
136;17;4
136;554;4
136;146;16
136;417;16
136;1888;4
136;5448;4
136;5449;4
136;5450;4
136;5451;4
136;129;4
136;1866;4
136;5452;4
136;2913;4
136;5453;4
17;554;4
17;146;16
17;417;16
17;1888;4
17;5448;4
17;5449;4
17;5450;4
17;5451;4
17;129;4
17;1866;4
17;5452;4
17;2913;4
17;5453;4
554;146;16
554;417;16
554;1888;4
554;5448;4
554;5449;4
554;5450;4
554;5451;4
554;129;4
554;1866;4
554;5452;4
554;2913;4
554;5453;4
146;417;64
146;1888;16
146;5448;16
146;5449;16
146;5450;16
146;5451;16
146;129;16
146;1866;16
146;5452;16
146;2913;16
146;5453;16
417;1888;16
417;5448;16
417;5449;16
417;5450;16
417;5451;16
417;129;16
417;1866;16
417;5452;16
417;2913;16
417;5453;16
1888;5448;4
1888;5449;4
1888;5450;4
1888;5451;4
1888;129;4
1888;1866;4
1888;5452;4
1888;2913;4
1888;5453;4
5448;5449;4
5448;5450;4
5448;5451;4
5448;129;4
5448;1866;4
5448;5452;4
5448;2913;4
5448;5453;4
5449;5450;4
5449;5451;4
5449;129;4
5449;1866;4
5449;5452;4
5449;2913;4
5449;5453;4
5450;5451;4
5450;129;4
5450;1866;4
5450;5452;4
5450;2913;4
5450;5453;4
5451;129;4
5451;1866;4
5451;5452;4
5451;2913;4
5451;5453;4
129;1866;4
129;5452;4
129;2913;4
129;5453;4
1866;5452;4
1866;2913;4
1866;5453;4
5452;2913;4
5452;5453;4
2913;5453;4
1487;1574;4
1487;438;4
1487;1575;4
1487;1576;4
1487;1134;4
1487;697;4
1487;1490;4
1487;1491;4
1487;285;16
1487;1577;4
1487;428;4
1487;361;4
1487;1488;4
1487;1548;10
1487;1578;16
1487;1579;4
1487;1580;4
1487;1581;4
1487;1468;16
1487;1582;4
1487;639;4
1487;266;4
1574;438;4
1574;1575;4
1574;1576;4
1574;1134;4
1574;697;4
1574;1490;4
1574;1491;4
1574;285;16
1574;1577;4
1574;428;4
1574;361;4
1574;1488;4
1574;1548;10
1574;1578;16
1574;1579;4
1574;1580;4
1574;1581;4
1574;1468;16
1574;1582;4
1574;639;4
1574;266;4
438;1575;4
438;1576;4
438;1134;4
438;697;4
438;1490;4
438;1491;4
438;285;16
438;1577;4
438;428;4
438;361;4
438;1488;4
438;1548;10
438;1578;16
438;1579;4
438;1580;4
438;1581;4
438;1468;16
438;1582;4
438;639;4
438;266;4
1575;1576;4
1575;1134;4
1575;697;4
1575;1490;4
1575;1491;4
1575;285;16
1575;1577;4
1575;428;4
1575;361;4
1575;1488;4
1575;1548;10
1575;1578;16
1575;1579;4
1575;1580;4
1575;1581;4
1575;1468;16
1575;1582;4
1575;639;4
1575;266;4
1576;1134;4
1576;697;4
1576;1490;4
1576;1491;4
1576;285;16
1576;1577;4
1576;428;4
1576;361;4
1576;1488;4
1576;1548;10
1576;1578;16
1576;1579;4
1576;1580;4
1576;1581;4
1576;1468;16
1576;1582;4
1576;639;4
1576;266;4
1134;697;4
1134;1490;4
1134;1491;4
1134;285;16
1134;1577;4
1134;428;4
1134;361;4
1134;1488;4
1134;1548;10
1134;1578;16
1134;1579;4
1134;1580;4
1134;1581;4
1134;1468;16
1134;1582;4
1134;639;4
1134;266;4
697;1490;4
697;1491;4
697;285;16
697;1577;4
697;428;4
697;361;4
697;1488;4
697;1548;10
697;1578;16
697;1579;4
697;1580;4
697;1581;4
697;1468;16
697;1582;4
697;639;4
697;266;4
1490;1491;4
1490;285;16
1490;1577;4
1490;428;4
1490;361;4
1490;1488;4
1490;1548;10
1490;1578;16
1490;1579;4
1490;1580;4
1490;1581;4
1490;1468;16
1490;1582;4
1490;639;4
1490;266;4
1491;285;16
1491;1577;4
1491;428;4
1491;361;4
1491;1488;4
1491;1548;10
1491;1578;16
1491;1579;4
1491;1580;4
1491;1581;4
1491;1468;16
1491;1582;4
1491;639;4
1491;266;4
285;1577;16
285;428;16
285;361;16
285;1488;16
285;1548;40
285;1578;64
285;1579;16
285;1580;16
285;1581;16
285;1468;64
285;1582;16
285;639;16
285;266;16
1577;428;4
1577;361;4
1577;1488;4
1577;1548;10
1577;1578;16
1577;1579;4
1577;1580;4
1577;1581;4
1577;1468;16
1577;1582;4
1577;639;4
1577;266;4
428;361;4
428;1488;4
428;1548;10
428;1578;16
428;1579;4
428;1580;4
428;1581;4
428;1468;16
428;1582;4
428;639;4
428;266;4
361;1488;4
361;1548;10
361;1578;16
361;1579;4
361;1580;4
361;1581;4
361;1468;16
361;1582;4
361;639;4
361;266;4
1488;1548;10
1488;1578;16
1488;1579;4
1488;1580;4
1488;1581;4
1488;1468;16
1488;1582;4
1488;639;4
1488;266;4
1548;1578;40
1548;1579;10
1548;1580;10
1548;1581;10
1548;1468;40
1548;1582;10
1548;639;10
1548;266;10
1578;1579;16
1578;1580;16
1578;1581;16
1578;1468;64
1578;1582;16
1578;639;16
1578;266;16
1579;1580;4
1579;1581;4
1579;1468;16
1579;1582;4
1579;639;4
1579;266;4
1580;1581;4
1580;1468;16
1580;1582;4
1580;639;4
1580;266;4
1581;1468;16
1581;1582;4
1581;639;4
1581;266;4
1468;1582;16
1468;639;16
1468;266;16
1582;639;4
1582;266;4
639;266;4
1176;7233;4
1176;7234;4
1176;7235;4
1176;7236;4
1176;1560;4
1176;17;4
1176;7237;4
1176;7238;4
1176;7239;4
1176;1575;16
1176;142;4
1176;7240;4
1176;7241;4
1176;7242;4
1176;7243;4
1176;713;4
1176;277;4
1176;7244;4
1176;1580;4
1176;7245;4
1176;7246;4
1176;464;4
1176;7247;4
1176;7248;4
1176;1639;4
7233;7234;4
7233;7235;4
7233;7236;4
7233;1560;4
7233;17;4
7233;7237;4
7233;7238;4
7233;7239;4
7233;1575;16
7233;142;4
7233;7240;4
7233;7241;4
7233;7242;4
7233;7243;4
7233;713;4
7233;277;4
7233;7244;4
7233;1580;4
7233;7245;4
7233;7246;4
7233;464;4
7233;7247;4
7233;7248;4
7233;1639;4
7234;7235;4
7234;7236;4
7234;1560;4
7234;17;4
7234;7237;4
7234;7238;4
7234;7239;4
7234;1575;16
7234;142;4
7234;7240;4
7234;7241;4
7234;7242;4
7234;7243;4
7234;713;4
7234;277;4
7234;7244;4
7234;1580;4
7234;7245;4
7234;7246;4
7234;464;4
7234;7247;4
7234;7248;4
7234;1639;4
7235;7236;4
7235;1560;4
7235;17;4
7235;7237;4
7235;7238;4
7235;7239;4
7235;1575;16
7235;142;4
7235;7240;4
7235;7241;4
7235;7242;4
7235;7243;4
7235;713;4
7235;277;4
7235;7244;4
7235;1580;4
7235;7245;4
7235;7246;4
7235;464;4
7235;7247;4
7235;7248;4
7235;1639;4
7236;1560;4
7236;17;4
7236;7237;4
7236;7238;4
7236;7239;4
7236;1575;16
7236;142;4
7236;7240;4
7236;7241;4
7236;7242;4
7236;7243;4
7236;713;4
7236;277;4
7236;7244;4
7236;1580;4
7236;7245;4
7236;7246;4
7236;464;4
7236;7247;4
7236;7248;4
7236;1639;4
1560;17;4
1560;7237;4
1560;7238;4
1560;7239;4
1560;1575;16
1560;142;4
1560;7240;4
1560;7241;4
1560;7242;4
1560;7243;4
1560;713;4
1560;277;4
1560;7244;4
1560;1580;4
1560;7245;4
1560;7246;4
1560;464;4
1560;7247;4
1560;7248;4
1560;1639;4
17;7237;4
17;7238;4
17;7239;4
17;1575;16
17;142;4
17;7240;4
17;7241;4
17;7242;4
17;7243;4
17;713;4
17;277;4
17;7244;4
17;1580;4
17;7245;4
17;7246;4
17;464;4
17;7247;4
17;7248;4
17;1639;4
7237;7238;4
7237;7239;4
7237;1575;16
7237;142;4
7237;7240;4
7237;7241;4
7237;7242;4
7237;7243;4
7237;713;4
7237;277;4
7237;7244;4
7237;1580;4
7237;7245;4
7237;7246;4
7237;464;4
7237;7247;4
7237;7248;4
7237;1639;4
7238;7239;4
7238;1575;16
7238;142;4
7238;7240;4
7238;7241;4
7238;7242;4
7238;7243;4
7238;713;4
7238;277;4
7238;7244;4
7238;1580;4
7238;7245;4
7238;7246;4
7238;464;4
7238;7247;4
7238;7248;4
7238;1639;4
7239;1575;16
7239;142;4
7239;7240;4
7239;7241;4
7239;7242;4
7239;7243;4
7239;713;4
7239;277;4
7239;7244;4
7239;1580;4
7239;7245;4
7239;7246;4
7239;464;4
7239;7247;4
7239;7248;4
7239;1639;4
1575;142;16
1575;7240;16
1575;7241;16
1575;7242;16
1575;7243;16
1575;713;16
1575;277;16
1575;7244;16
1575;1580;16
1575;7245;16
1575;7246;16
1575;464;16
1575;7247;16
1575;7248;16
1575;1639;16
142;7240;4
142;7241;4
142;7242;4
142;7243;4
142;713;4
142;277;4
142;7244;4
142;1580;4
142;7245;4
142;7246;4
142;464;4
142;7247;4
142;7248;4
142;1639;4
7240;7241;4
7240;7242;4
7240;7243;4
7240;713;4
7240;277;4
7240;7244;4
7240;1580;4
7240;7245;4
7240;7246;4
7240;464;4
7240;7247;4
7240;7248;4
7240;1639;4
7241;7242;4
7241;7243;4
7241;713;4
7241;277;4
7241;7244;4
7241;1580;4
7241;7245;4
7241;7246;4
7241;464;4
7241;7247;4
7241;7248;4
7241;1639;4
7242;7243;4
7242;713;4
7242;277;4
7242;7244;4
7242;1580;4
7242;7245;4
