"id";"x";"y"
8140;128;-1396
8141;1858;861
8142;103;-1420
8143;470;-1061
8144;872;768
8145;1057;1018
8146;1087;115
8147;-1037;-1835
8148;-5915;12001
8149;-5943;11986
8150;-625;-152
8151;-503;-925
8152;-196;-227
8153;-482;-935
8154;-285;-1316
8155;175;-1752
8156;75;-1914
8157;-241;-203
8158;322;-596
8159;930;1517
8160;-722;-192
8161;-569;-240
8162;-194;-1185
8163;-434;-1443
8164;317;-1031
8165;846;-784
8166;855;-766
8167;851;-759
8168;987;-1423
8169;853;-749
8170;846;-771
8171;318;-1366
8172;-185;-1683
8173;500;-522
8174;-175;-227
8175;-1390;1830
8176;-1190;-403
8177;-203;-218
8178;1496;923
8179;1435;-1255
8180;1760;-130
8181;179;-574
8182;1380;859
8183;1428;-1265
8184;1724;-1289
8185;1750;-131
8186;1753;-121
8187;417;-2088
8188;417;-2079
8189;849;-1923
8190;-1364;-93
8191;-921;-943
8192;-1306;-30
8193;-545;-612
8194;239;1951
8195;1331;-1105
8196;-46;-1142
8197;601;-458
8198;-328;566
8199;-1114;-1630
8200;-1617;-1812
8201;280;-208
8202;555;190
8203;544;196
8204;530;200
8205;517;201
8206;518;193
8207;-31;2367
8208;534;192
8209;1074;312
8210;525;187
8211;1745;-1493
8212;578;296
8213;-85;-450
8214;543;182
8215;660;-1524
8216;554;179
8217;535;180
8218;901;-494
8219;-13;-190
8220;423;-786
8221;-37;-949
8222;-211;-89
8223;1320;400
8224;132;-1387
8225;68;-1437
8226;114;-1403
8227;-227;298
8228;746;-579
8229;38;-443
8230;304;-1525
8231;102;-1409
8232;-771;1139
8233;-1963;-933
8234;-1965;-892
8235;-1973;-923
8236;-1929;-1057
8237;-1958;-901
8238;-1367;-2182
8239;-1360;-2176
8240;-656;-351
8241;-796;-1482
8242;-648;-1412
8243;-806;-1416
8244;-409;-1671
8245;-718;-1407
8246;-384;-1660
8247;-652;323
8248;289;648
8249;-522;-1854
8250;-1096;473
8251;1617;-2765
8252;-711;-79
8253;621;-218
8254;-807;-1488
8255;-716;-1496
8256;-855;-1469
8257;-771;-1495
8258;-706;-1494
8259;-592;-684
8260;418;-1387
8261;-381;918
8262;96;-290
8263;246;-1873
8264;929;-1463
8265;615;-2427
8266;606;-2417
8267;-398;-2294
8268;606;-1248
8269;252;683
8270;-235;-2417
8271;-108;-1566
8272;594;-1672
8273;-1809;-490
8274;-2824;-169
8275;-720;-371
8276;-4;-521
8277;-1207;-260
8278;-1082;-1559
8279;-1413;-2068
8280;-1436;-1034
8281;-294;1520
8282;-1338;897
8283;694;1644
8284;-1622;-1712
8285;-1057;1722
8286;-1687;-1725
8287;-859;386
8288;-1662;-1716
8289;-54;-69
8290;-1630;-1717
8291;961;454
8292;-545;-291
8293;-1371;12
8294;834;48
8295;1259;683
8296;1685;277
8297;-1312;-1921
8298;-725;-1096
8299;611;-1108
8300;-361;-1605
8301;-812;-1458
8302;-1275;-1531
8303;-768;-1415
8304;-526;-1914
8305;-1061;-665
8306;-512;-1832
8307;-900;-330
8308;-1065;-2041
8309;-1671;-796
8310;-1421;-1392
8311;-422;324
8312;-1417;-1401
8313;1045;-306
8314;-281;-1273
8315;622;-1346
8316;510;644
8317;-340;-341
8318;-37;516
8319;1063;1004
8320;306;-341
8321;382;-601
8322;1068;1011
8323;1064;994
8324;-1494;2368
8325;443;-1161
8326;1020;-1756
8327;960;-1662
8328;-508;-1161
8329;-13;-1807
8330;267;-2431
8331;-818;-2022
8332;-823;-2017
8333;-1506;-2353
8334;-520;-1799
8335;-418;-1328
8336;232;-520
8337;-1479;-980
8338;-259;-1474
8339;-151;-1438
8340;-1519;-765
8341;-416;-1694
8342;-171;-1426
8343;175;-2335
8344;-1374;-1504
8345;3;-629
8346;-333;-1746
8347;-852;648
8348;-1309;155
8349;-1081;1107
8350;-875;-746
8351;-1071;1107
8352;45;-129
8353;581;1443
8354;-1059;1105
8355;-1058;1097
8356;-2290;1387
8357;-851;-294
8358;-1079;1097
8359;-1069;1097
8360;307;-241
8361;-1060;1089
8362;-2291;1379
8363;-1072;1087
8364;1699;91
8365;149;-388
8366;-145;-567
8367;-73;1844
8368;338;-1289
8369;1246;-214
8370;375;-1349
8371;-1753;-2208
8372;-2197;-2590
8373;-2203;-2597
8374;-3176;-3416
8375;-2194;-2605
8376;-2188;-2599
8377;-1212;-525
8378;-2184;-2586
8379;54;-2210
8380;35;-2222
8381;-407;325
8382;-100;-935
8383;752;-1566
8384;-1138;-1548
8385;93;-1412
8386;401;800
8387;-1773;-1055
8388;304;-1554
8389;49;-788
8390;764;-1846
8391;825;-1968
8392;831;-1971
8393;-716;-717
8394;-518;-1669
8395;906;1481
8396;856;965
8397;582;1572
8398;1165;1911
8399;1541;2618
8400;1169;1903
8401;943;1369
8402;798;1053
8404;1179;1892
8405;640;2166
8406;98;995
8407;1186;1898
8408;1179;1904
8409;1434;949
8410;1052;2389
8411;1168;1894
8412;779;1605
8413;-141;-2195
8414;-333;-2269
8415;-777;-837
8416;-164;-2206
8417;-399;-2283
8418;-219;-2237
8419;-1230;-1586
8420;-775;-555
8421;-133;-2188
8422;-599;-636
8423;-158;-1377
8424;-493;-604
8425;-439;-248
8426;1049;2408
8427;518;-942
8428;972;-1240
8429;-373;160
8430;940;-1610
8431;1376;1180
8432;946;-1600
8433;-531;-1611
8434;730;282
8435;-553;-166
8436;949;-1589
8437;937;-1599
8438;930;-1610
8439;-4;-1748
8440;651;-1684
8441;919;-1619
8442;-1899;-1300
8443;1752;-407
8444;-600;-1862
8445;243;-472
8446;-7;-2704
8447;-6;-2722
8448;-420;-2425
8449;-470;-2507
8450;-485;-1809
8451;105;-1197
8452;-786;-2500
8453;170;119
8454;380;553
8455;397;549
8456;-129;-908
8457;-750;-2286
8458;-1297;-1036
8459;-1087;-1963
8460;-450;-719
8461;-1292;-1047
8462;-1222;-1213
8463;-460;-667
8464;-595;-654
8465;-472;-752
8466;27;-1713
8467;-583;-702
8468;-426;-714
8469;-210;-1297
8470;214;-1424
8471;45;-1670
8472;-1095;-2164
8473;-1393;-2763
8474;-1391;-2751
8475;1586;-648
8476;891;-887
8477;-122;-788
8478;1663;-1386
8479;2181;-656
8480;-1287;-2154
8481;-1894;-1844
8482;-1881;-1835
8483;-1885;-1846
8484;-1881;-1855
8485;-1891;-1835
8486;-659;-1043
8487;-67;-1126
8488;-1067;-1532
8489;-309;-1562
8490;-1876;-1844
8491;-1871;-1853
8492;-1276;-2154
8493;-1286;-2147
8494;222;-1455
8495;-338;-1633
8496;-519;-2446
8497;-1019;-1784
8498;-684;-1787
8499;-593;-1793
8500;-527;-2439
8501;1535;-694
8502;-622;-1414
8503;-275;-1364
8504;3785;-545
8505;4319;-672
8506;4322;-682
8507;4328;-665
8508;4332;-673
8509;4334;-681
8510;-1590;-1027
8511;-2114;-1291
8512;-2653;-274
8513;-289;-119
8514;148;-713
8515;-631;-1432
8516;-1243;-777
8517;-1247;-784
8518;-678;-1397
8519;515;283
8520;-444;-756
8521;-496;-589
8522;-83;1311
8523;-836;986
8524;-536;980
8525;852;578
8526;1317;796
8527;-842;-1417
8528;-677;-1439
8529;-746;-1396
8530;950;-128
8531;1090;-103
8532;417;-354
8533;1582;714
8534;-1735;-596
8535;426;-355
8536;564;-2203
8537;-772;-1400
8538;-753;-1475
8539;-696;-1409
8540;726;-131
8541;218;-1820
8542;-166;-1478
8543;-191;-1546
8544;-176;-1501
8545;384;-489
8546;-266;-1691
8547;-170;-1492
8548;-188;-1521
8549;-192;-1537
8550;-172;-1471
8551;-202;-1545
8552;-1109;-13
8553;-187;-1512
8554;346;-1421
8555;45;-868
8556;-33;-1676
8557;-184;-1498
8558;-1320;-1522
8559;-531;752
8560;-1093;1114
8561;-1000;1420
8562;-823;279
8563;-1078;384
8564;-821;271
8565;-1070;382
8566;-917;645
8567;-513;-739
8568;-1260;-289
8569;443;-912
8570;-1531;-392
8571;-233;-431
8572;-392;-475
8573;81;-1196
8574;-594;-664
8575;-1958;-914
8576;-1967;-905
8577;-1967;-914
8578;-1251;-1193
8579;-2306;-753
8580;-1961;-925
8581;722;129
8582;149;-264
8583;335;309
8584;1184;409
8585;1169;415
8586;1190;389
8587;-802;377
8588;297;-583
8589;1161;400
8590;752;-709
8591;1179;386
8592;1169;377
8593;1182;364
8594;-664;-1851
8595;-447;-2465
8596;-916;-152
8597;-1438;-927
8598;471;-753
8599;-306;-1161
8600;-369;-1490
8601;-576;-1503
8602;-1025;-1567
8603;-986;-735
8604;-630;50
8605;17;386
8606;-666;43
8607;1034;-8
8608;-1087;-611
8609;442;-634
8610;-1234;-268
8611;-1346;-1016
8612;-1241;-1159
8613;-1804;-1175
8614;-1491;-1295
8615;-1807;-1163
8616;-1453;-96
8617;-1283;-1096
8618;-1629;-1458
8619;-1185;-1561
8620;-1000;-1050
8621;-1664;-1243
8622;-830;-2047
8623;-1904;118
8624;-1633;-745
8625;713;-738
8626;830;-300
8627;864;-1824
8628;-504;-3096
8629;-515;-3098
8630;-517;-3091
8631;-406;-963
8632;-711;-343
8633;-721;-295
8634;154;-2349
8635;-202;-2377
8636;-824;-1919
8637;-239;-868
8638;-2049;-323
8639;-1901;-1365
8640;-1906;-1399
8641;-1275;-496
8642;-2673;-886
8643;-1375;-411
8644;-87;-582
8645;-961;-749
8646;267;769
8647;-963;-885
8648;-564;-851
8649;-1390;28
8650;-1114;-762
8651;262;-184
8652;-873;-681
8653;-1136;-816
8654;-1117;-1046
8655;-36;2108
8656;1024;-1040
8657;409;-1046
8658;882;-1092
8660;-197;-3000
8661;-192;-3007
8662;-544;-726
8663;-472;-666
8664;-606;-656
8665;897;-2382
8666;1413;-2897
8667;1397;-2893
8668;1404;-2897
8669;616;-1335
8670;195;-823
8671;50;-967
8672;-51;-1701
8673;-394;-1257
8674;277;2405
8675;248;2404
8676;-740;-927
8677;548;191
8678;457;-1150
8679;-34;-1198
8680;289;2400
8681;327;2394
8682;-1106;-2420
8683;-418;330
8684;-1110;-2406
8685;-879;-2075
8686;-1099;-2415
8687;-1;-1824
8688;-656;-1737
8689;-1108;-2396
8690;-1098;-2402
8691;-417;-2402
8692;-1098;-2392
8693;716;118
8694;-412;-2676
8695;-1087;-2386
8696;417;-470
8697;-1101;-2381
8698;-1058;-1757
8699;3;980
8700;516;-1810
8701;-695;-2511
8702;-679;-2520
8703;-685;-2510
8704;-668;-2516
8705;-658;-2521
8706;-1408;-1373
8707;-1393;-1377
8708;-1417;-1370
8710;483;33
8711;475;45
8712;403;101
8713;859;379
8714;1358;2087
8715;1413;792
8716;832;-1786
8717;1744;869
8718;-600;-2133
8719;959;-966
8720;800;-1222
8721;-1384;582
8722;-746;313
8723;-218;-1075
8724;-1553;-1857
8725;-1526;-906
8726;-111;-1051
8727;873;-1638
8728;634;-1184
8729;-402;-1607
8730;-768;-2598
8731;-458;-172
8732;-738;-2610
8733;-755;-2603
8734;7635;-11416
8735;84;-2190
8736;178;-1636
8737;62;-2203
8738;71;-2197
8739;24;-2230
8740;379;-2243
8741;45;-2216
8742;-1322;-1738
8743;76;-2187
8744;11;-2243
8745;56;-2317
8746;-590;-1729
8747;202;-493
8748;-149;-2378
8749;-1084;-1899
8750;-339;-1390
8751;243;-1958
8752;-54;-1750
8753;-59;-1741
8754;238;-1950
8755;-1053;-414
8756;-1409;-234
8757;-1333;-1352
8758;-1781;-734
8759;-1346;-1341
8760;-1040;-759
8761;-421;-1388
8762;-1336;-1343
8763;-240;-1422
8764;480;1125
8765;62;328
8766;-858;41
8767;193;-1552
8768;593;-1726
8769;541;1080
8770;552;1067
8771;743;-270
8772;377;-1496
8773;276;-1426
8774;568;-1069
8775;-266;-551
8776;635;-1740
8777;85;-2244
8778;-104;-1493
8779;-1208;-482
8780;533;1077
8781;-691;-847
8782;317;-528
8783;-58;-1393
8784;181;-1352
8785;1329;-1093
8786;910;-1530
8787;515;-1110
8788;521;-1086
8789;524;-1107
8790;1129;-730
8791;511;-1087
8792;1134;-724
8793;1126;-736
8794;201;-1048
8795;508;-1106
8796;512;-1077
8797;523;-1098
8798;1140;-734
8799;214;-1264
8800;-290;-1188
8801;-339;-1895
8802;144;-1496
8803;164;-2878
8804;162;-2343
8805;183;-2104
8806;-1084;-1516
8807;651;-2316
8808;161;-2871
8809;174;-2874
8810;842;-1880
8811;177;-2866
8812;-985;-1677
8813;335;-2806
8814;166;-2864
8815;344;-1263
8816;-689;-1391
8817;-838;-1450
8818;62;-2111
8819;-758;-1403
8820;-320;-2338
8821;-648;-1397
8822;-832;-1400
8823;94;-1706
8824;92;-1688
8825;-486;-1894
8826;-392;-1698
8827;-745;-1940
8828;-682;-2369
8829;-1031;-1041
8830;-663;-2917
8831;-675;-2907
8832;-962;-1550
8833;-972;-932
8834;-689;-2636
8835;-673;-2917
8836;264;-2434
8837;-420;-2226
8838;-1231;-1406
8839;-385;-1701
8840;-770;-2589
8841;-726;-2610
8842;-759;-2595
8843;-77;-376
8844;-665;-2907
8845;-1170;-1588
8846;42;-2722
8847;-658;-2924
8848;-742;-2602
8849;-714;-2616
8850;-920;-2549
8851;33;-2723
8852;-694;-2625
8853;-644;-392
8854;220;-2428
8855;-1936;-684
8856;-205;214
8857;123;-1155
8858;113;-1050
8859;110;-1110
8860;126;-1127
8861;111;-1042
8862;127;-1143
8863;130;-1092
8864;110;-1080
8865;-1646;-464
8866;-1765;-968
8867;-1355;-598
8868;-1811;-546
8869;51;-2202
8870;40;-2210
8871;-1305;-780
8872;15;-2232
8873;62;-2193
8874;-1740;-868
8875;28;-2220
8876;83;-2177
8877;-536;-1636
8878;-742;-1708
8879;-1053;-326
8880;-1185;358
8881;-1111;218
8882;-1103;225
8883;-808;-419
8884;-256;-980
8885;-1121;209
8886;-1268;-247
8887;-1563;-703
8888;-898;-569
8889;-1225;-493
8890;416;-1968
8891;1351;-112
8892;1699;-583
8893;1981;-65
8894;1986;-52
8895;1990;-62
8897;1034;-133
8898;1656;-559
8899;1647;-558
8900;1972;-59
8901;1975;-49
8902;657;-2120
8903;-575;67
8904;-602;61
8905;569;1050
8906;-38;403
8907;-2483;-133
8908;-1009;-1107
8909;-538;-606
8910;1112;421
8911;-424;-679
8912;-625;-177
8913;288;-1219
8914;-1893;-1348
8915;-1386;-2031
8916;287;-1211
8917;208;-1379
8918;-352;-1842
8919;-253;-1912
8920;110;-1698
8921;-1666;-361
8922;-796;-166
8923;-1019;-689
8924;-1435;-770
8925;-1425;-764
8926;-1420;-757
8927;-1425;-774
8928;746;-855
8929;737;-869
8930;980;-778
8931;1639;-797
8932;1682;-615
8933;323;-460
8934;435;-59
8935;1500;-418
8936;986;-388
8937;309;-1380
8938;1671;-616
8939;300;-1385
8941;1621;-786
8942;-2413;-564
8943;-658;-1780
8944;-2408;-553
8945;-2411;-580
8946;-786;-865
8947;-2166;-31
8948;-2406;-568
8949;88;-766
8950;483;-776
8951;-138;-682
8952;478;-761
8953;4288;-199
8954;4798;-282
8955;4806;-277
8956;3139;435
8957;4806;-266
8958;3015;111
8959;4790;-259
8960;4799;-258
8961;4796;-270
8962;4785;-269
8963;4788;-279
8964;3405;-107
8965;975;-1979
8966;1451;-2434
8967;1443;-2439
8968;-1536;-1301
8969;-1407;-1592
8970;-1141;86
8971;-1405;505
8972;-1402;513
8973;-1191;-374
8974;-937;-1584
8975;383;3095
8976;361;-460
8977;357;3092
8978;-469;-216
8979;323;3092
8980;369;3093
8981;-198;-888
8982;-601;-1785
8983;-210;-2222
8984;-408;-2290
8985;295;-865
8986;216;-238
8987;1185;20
8988;144;-2327
8989;-1075;-1114
8990;-826;-2519
8991;2108;-1389
8992;-816;-2522
8993;-827;-2507
8994;-681;-2492
8995;-816;-2510
8996;894;-722
8997;-823;-2499
8998;-807;-2514
8999;-808;-2503
9000;-812;-2493
9001;3;-2200
9002;-387;-1167
9003;-1282;-1929
9004;-1389;-822
9005;-1408;-2747
9006;-1609;-131
9007;-1151;-1946
9008;-2600;-2298
9009;-1571;-2581
9010;-1389;-2600
9011;-1154;-1937
9012;-1412;-2738
9013;236;-595
9014;-1563;-2580
9015;-1326;-2241
9016;-1033;-2185
9017;-1322;-2249
9018;-947;-2439
9019;-1304;-2251
9020;-1315;-2256
9021;-1303;-2259
9022;2278;689
9023;2876;876
9024;-687;1497
9025;1205;938
9026;2869;882
9027;1244;873
9028;2858;883
9029;1475;-510
9030;2863;870
9031;1450;932
9032;2854;874
9033;854;371
9034;-567;-722
9035;683;-727
9036;-1186;-1088
9037;-318;-1474
9038;-1677;-1156
9039;-771;-2305
9040;20;-1816
9041;-1683;-1176
9042;-1683;-1188
9043;-1588;-1883
9044;-1675;-1167
9045;-983;-1668
9046;-597;-1929
9047;-582;-939
9048;-564;-944
9049;-572;-628
9050;91;-1218
9051;-608;-290
9052;-605;-677
9053;537;-2937
9054;514;-2948
9055;152;-2268
9056;578;-2913
9057;155;-574
9058;526;-2943
9059;547;-2932
9060;-1338;-1458
9061;-1361;-1366
9062;-1344;538
9063;2213;-226
9064;2822;-316
9065;2916;-52
9066;2813;-312
9067;2914;-37
9068;2821;-306
9069;2922;-44
9070;3373;-291
9071;2909;-45
9072;2819;-295
9073;2810;-294
9074;2807;-302
9075;2005;185
9076;970;259
9077;3400;-236
9078;2033;-145
9079;2800;-304
9080;1797;41
9081;468;31
9082;508;11
9083;375;114
9084;487;16
9085;2690;-113
9086;506;46
9087;513;3
9088;407;90
9089;491;24
9090;473;37
9091;384;110
9092;1496;1240
9093;1340;441
9094;455;51
9095;-1066;928
9096;-1271;1535
9097;-1263;1530
9098;-462;-1493
9099;-1266;1521
9100;-1362;-1316
9101;-1443;-387
9102;-612;-209
9103;503;-2969
9104;496;-2956
9105;2407;198
9106;3002;195
9107;2418;1975
9108;3003;208
9109;1544;320
9110;3413;-124
9112;870;-705
9113;821;-614
9114;2994;192
9115;2975;182
9116;2987;181
9117;2328;345
9118;2886;599
9119;2983;188
9120;3104;-89
9121;2988;199
9122;2553;1986
9123;2980;216
9124;2990;217
9125;2996;224
9126;99;-520
9127;2979;229
9128;2987;228
9129;2985;208
9130;2995;209
9131;2979;199
9132;2971;191
9133;178;291
9134;1738;313
9135;2970;202
9136;112;1130
9137;2394;-56
9138;2968;225
9139;2967;210
9140;2972;217
9141;1798;-652
9142;2962;194
9143;2960;208
9144;195;-919
9145;338;-1194
9146;330;224
9147;272;244
9148;302;231
9149;312;229
9150;260;246
9151;348;220
9152;289;234
9153;266;237
9154;-832;-764
9155;755;1117
9156;177;-928
9157;-986;-873
9158;901;-666
9159;2251;-346
9160;2867;-290
9161;2863;-316
9162;2862;-304
9163;2870;-305
9164;2850;-277
9165;2848;-288
9166;2854;-302
9167;2858;-293
9168;2859;-283
9169;-1230;-1336
9170;-1168;-2262
9171;-1160;-2340
9172;-940;-2415
9173;-22;-211
9174;182;127
9175;165;115
9176;153;105
9177;476;-266
9178;-1112;-1321
9179;-731;16
9180;2719;1216
9181;3285;1422
9182;3285;1438
9183;3292;1427
9184;3016;1131
9185;3295;1435
9186;3295;1445
9187;3288;1449
9188;3273;1441
9189;3278;1450
9190;3272;1460
9191;3283;1458
9192;3268;1433
9193;3275;1422
9194;3268;1451
9195;3279;1431
9196;1108;2425
9197;3260;1451
9198;430;749
9199;-688;69
9200;1938;-183
9201;3257;1441
9202;3826;-345
9203;3259;1429
9204;888;118
9205;1016;-270
9206;1431;357
9207;1432;343
9208;-195;-1557
9209;-175;-1485
9210;-521;-2370
9211;-206;-1553
9212;-1063;-732
9213;113;-1218
9214;127;-1208
9215;132;-1214
9216;522;-1
9217;192;-1858
9218;432;70
9219;468;-1312
9220;135;-1200
9221;515;-8
9222;464;45
9223;144;-1208
9224;-228;-1377
9225;446;58
9226;-124;-599
9227;537;-16
9228;391;102
9229;3457;44
9230;1453;78
9231;3996;-156
9232;4000;-141
9233;2612;499
9234;3986;-164
9235;3992;-148
9236;3983;-155
9237;2855;672
9238;3995;-133
9239;3977;-164
9240;3988;-134
9241;3969;-163
9242;3982;-145
9243;2426;364
9244;-168;261
9245;3588;640
9246;3973;-152
9247;1705;2664
9248;2845;674
9249;3977;-138
9250;3955;-151
9251;3961;-158
9252;3957;-142
9253;3966;-147
9254;2168;1680
9255;3589;649
9256;3983;-127
9257;3968;-136
9258;2848;684
9259;3974;-126
9260;2315;1865
9261;3970;-116
9262;3980;-114
9263;3988;-119
9264;-193;257
9265;3959;-119
9266;3962;-129
9267;3953;-133
9268;366;-1882
9269;969;-1560
9270;370;-1873
9271;394;-1864
9272;-317;-1567
9273;-1474;-1851
9274;509;-466
9275;-1466;-1853
9276;-261;-1725
9277;-498;-2481
9278;-296;-2439
9279;-282;-2438
9280;-1190;-1648
9281;-306;-2434
9282;536;-1793
9283;-205;85
9284;-286;-2432
9285;539;-1787
9286;351;-1246
9287;543;-1780
9288;1814;-1372
9289;-293;-2425
9290;-537;-967
9291;-1059;-683
9292;210;-1903
9293;-842;-447
9294;324;-1474
9295;253;-1362
9296;-839;-1835
9297;-670;110
9298;673;-1514
9299;1694;179
9300;1204;-1868
9301;1198;-1879
9302;1202;-1857
9303;1463;-891
9304;1195;-1867
9305;10;-65
9306;-2520;388
9307;-2358;-1310
9308;-2344;-1332
9309;-2403;-1240
9310;-1107;-787
9311;-2385;-1268
9312;-2808;-505
9313;-1232;-1187
9314;610;1064
9315;847;1580
9316;840;1585
9317;820;1594
9318;831;1584
9319;830;1593
9320;1067;895
9321;1449;1237
9322;850;1567
9323;909;285
9324;693;-63
9325;839;1573
9326;847;1557
9327;822;1584
9328;178;942
9329;834;1565
9330;827;1572
9331;-797;-82
9332;833;1557
9333;7;-136
9334;1053;1415
9335;375;2186
9336;817;1575
9337;810;1582
9338;822;1562
9340;811;1569
9341;969;300
9342;142;-571
9343;812;1557
9344;1480;1637
9345;835;1548
9346;822;1550
9347;477;124
9348;896;2154
9349;1659;1568
9350;1496;1401
9351;389;1535
9352;1667;1560
9353;2406;1466
9354;598;1556
9355;2397;1466
9356;2401;1476
9357;1674;1553
9358;1346;791
9359;-171;-1444
9360;-986;-1335
9361;70;-1847
9362;62;-1842
9363;756;2103
9364;-2725;570
9365;-795;1236
9366;-3335;407
9367;-3332;395
9368;-2501;1023
9369;-3337;417
9370;806;1822
9371;-3324;400
9372;-3321;388
9373;746;1721
9374;-3308;389
9375;2661;-247
9376;3250;-395
9377;3243;-396
9378;3248;-373
9379;3252;-384
9380;3243;-382
9381;3238;-368
9382;2884;-812
9383;3230;-397
9384;3235;-391
9385;3234;-380
9386;1701;-412
9387;905;733
9388;3230;-373
9389;903;742
9390;3222;-374
9391;3223;-386
9392;104;-987
9393;499;17
9394;397;92
9395;526;-12
9396;459;38
9397;1277;-217
9398;539;-27
9399;422;69
9400;505;0
9401;481;24
9402;602;-1279
9403;482;390
9404;1634;1314
9405;2116;1676
9406;1938;1736
9407;2120;1655
9408;2123;1667
9409;2193;1756
9410;2105;1673
9411;2185;1755
9412;2110;1660
9413;888;24
9414;2100;1661
9415;2101;1648
9416;2090;1656
9417;1753;1467
9418;1486;1655
9419;2246;1833
9420;2243;1819
9421;1791;2027
9422;2250;1822
9423;752;333
9424;1201;679
9425;2237;1830
9426;2231;1825
9427;2236;1807
9428;2235;1815
9429;-1061;1191
9430;2223;1822
9431;2161;1772
9432;2224;1810
9433;-1896;-1335
9434;-1900;-1407
9435;-2006;-1127
9436;-1277;-1043
9437;-508;-1659
9438;1356;-420
9439;1361;-490
9440;1361;-451
9441;1349;-436
9442;1359;-500
9443;1364;-434
9444;1353;-459
9445;1360;-472
9446;1345;-422
9447;1362;-461
9448;957;-210
9449;1356;-429
9450;2620;1247
9451;3194;1389
9452;3195;1400
9453;3185;1409
9454;3186;1398
9455;3176;1398
9456;3182;1389
9457;3175;1408
9458;-867;-1120
9459;-151;-2244
9460;-421;-2289
9461;383;-1869
9462;355;-1814
9463;81;-755
9464;557;-2925
9465;466;-2971
9466;-78;-1065
9467;319;306
9468;885;-63
9469;-640;1648
9470;-685;1621
9471;-728;1569
9472;-645;1638
9473;1474;1299
9474;169;-1864
9475;-662;1621
9476;-1069;362
9477;-619;1659
9478;-697;1592
9479;108;561
9480;-631;1654
9481;-1044;-1525
9482;-21;-1692
9483;-583;-623
9484;-527;-733
9485;296;-908
9486;-604;-688
9487;211;483
9488;258;-1359
9489;-552;-737
9490;-432;-672
9491;-591;-644
9492;117;-1128
9493;-631;-310
9494;-1466;-1232
9495;-1997;-1619
9496;-2029;-1602
9497;-1990;-1627
9498;-2008;-1618
9499;-2010;-1598
9500;323;-386
9501;-2021;-1593
9502;-2019;-1581
9503;-2001;-1610
9504;-2014;-1608
9505;-316;35
9506;-1373;-1443
9507;-2012;-1588
9508;-444;-1497
9509;-556;-608
9510;116;-170
9511;-446;-662
9512;-613;-648
9513;-267;-510
9514;-288;760
9515;646;-855
9516;-105;-509
9517;-300;-2247
9518;-610;-1691
9519;-135;-1365
9520;490;-2148
9521;-27;-1662
9522;-695;-2364
9523;-436;-2300
9524;737;-524
9525;-43;-1637
9526;338;-1653
9527;-232;-2226
9528;-718;-992
9529;-1450;-1623
9530;322;-1399
9531;93;-1284
9532;70;-1479
9533;-381;-2277
9534;-202;-2230
9535;-251;-2232
9536;-427;-2296
9537;-644;114
9538;-342;-2267
9539;-876;-929
9540;-182;-2198
9541;-1898;-1393
9542;-1751;-1536
9543;-1896;-1372
9544;-1901;-1421
9545;-1888;-1340
9546;-1678;-1890
9547;-1893;-1384
9548;-1894;-1320
9549;-1902;-1446
9550;-2227;-1945
9551;339;-716
9552;743;-558
9553;737;-551
9554;728;-551
9555;710;-1309
9556;247;-271
9557;718;-563
9558;729;-565
9559;-308;-2431
9560;-638;-1800
9561;179;-1960
9562;-782;-1862
9563;-627;-1793
9564;-3457;1936
9565;-2960;1561
9566;-2993;1473
9567;-3907;2138
9568;-3967;2233
9569;-3361;1884
9570;-3959;2233
9571;-3907;2147
9572;-2577;894
9573;-3112;1534
9574;-3896;2136
9575;-3896;2147
9576;-3527;1880
9577;-2475;1193
9578;-3693;2135
9579;-3567;2082
9580;-3063;1786
9581;-3992;2307
9582;-810;1123
9583;-3740;2229
9584;-2747;1416
9585;-3217;1746
9586;-3817;2145
9587;-3954;2184
9588;-3894;2247
9589;-3231;1698
9590;-3677;2133
9591;-3809;2125
9592;97;-256
9593;823;-1161
9594;1239;-914
9595;150;-942
9596;44;-1086
9597;-1345;-1697
9598;945;525
9599;-671;-2372
9600;-92;-925
9601;-31;-1850
9602;346;-2477
9603;710;-3075
9604;714;-3081
9605;-1457;-1848
9606;-1926;-2310
9607;-677;-3379
9608;-6;94
9609;565;-2150
9610;965;-1797
9611;-245;-2697
9612;485;-2959
9613;-582;-1813
9614;447;-2977
9615;505;-2947
9616;-1356;589
9617;-2270;1191
9618;-1419;641
9619;-2161;1521
9620;-2005;1070
9621;-1941;1107
9622;63;-28
9623;-1058;679
9624;-2138;1360
9625;-2579;1708
9626;-2406;1497
9627;-3030;1383
9628;-866;1104
9629;-2109;875
9630;-2571;1704
9631;-3216;1849
9632;-1555;755
9633;-2579;1694
9634;-2585;1699
9635;-2082;1275
9636;-1554;747
9637;-2443;2250
9638;-2839;2598
9639;-2490;1621
9640;-2985;1903
9641;-3147;2394
9642;-1927;1379
9643;-2099;1911
9644;-2834;2589
9645;-3114;2305
9646;-3184;2337
9647;-2822;2595
9648;-2607;1862
9649;-3459;2413
9650;-2813;2582
9651;-2814;2590
9652;-2825;2580
9653;-1165;1631
9654;-189;-237
9655;-2382;1330
9656;-260;-192
9657;-159;-253
9658;-209;-210
9659;69;1593
9660;-2351;-1321
9661;-2783;61
9662;-2330;-1364
9663;-1991;-1255
9664;-2323;-253
9665;-2109;628
9666;-1782;-1161
9667;-1883;-379
